id_camion,ciudad_origen,capacidad_maxima,valoracion,ciudad_destino,peso_carga,valor_carga,dimension_carga,requisitos,match
921,Valparaiso,11383,3,Valparaiso,1649,1858423,5395.769279442624,0,1
524,Antofagasta,26686,1,Santiago,16508,1502228,73980.29297670613,0,1
167,Santiago,32892,5,Concepcion,1394,13319670,9632.050544443331,0,0
289,Santiago,20954,3,Valparaiso,7667,42559517,20411.661044904573,0,1
300,Concepcion,26723,1,Valparaiso,5884,57798532,6260.456404053901,0,1
120,Santiago,35299,3,Concepcion,34221,156697959,120284.38298243443,1,1
790,Santiago,25161,3,Antofagasta,11485,74020825,16211.95809870221,0,0
991,Concepcion,12689,5,Concepcion,2649,16426449,1732.5720751849956,0,0
418,Valparaiso,27837,3,Concepcion,10485,94952160,15493.207459354388,1,0
322,Santiago,40359,4,Santiago,6183,40560480,11314.630558643894,1,0
331,Concepcion,17746,4,Concepcion,15680,79042880,11637.15478279539,0,0
855,Santiago,43972,1,Santiago,37694,31662960,90839.9128225823,1,0
731,Concepcion,38528,1,Valparaiso,7943,76713494,2640.7516492001446,0,1
572,Concepcion,49900,3,Concepcion,23238,191248740,110517.9249483287,0,1
224,Antofagasta,16981,2,Valparaiso,12202,61083212,63144.85809847481,0,1
410,Valparaiso,49386,4,Santiago,3706,28891976,24241.900722584243,0,1
259,Valparaiso,13168,2,Valparaiso,12084,107197164,60650.18913126984,0,1
313,Antofagasta,3000,1,Concepcion,1153,7613259,10118.172291453737,0,1
859,Antofagasta,17359,4,Valparaiso,4811,29034385,10221.164604289188,0,0
812,Antofagasta,33280,4,Antofagasta,3049,16467649,6797.975745754196,0,1
498,Valparaiso,48271,2,Valparaiso,3575,6485050,9846.509866646338,0,1
118,Antofagasta,10554,5,Antofagasta,4522,22677830,13386.05838595768,0,1
246,Antofagasta,43727,3,Valparaiso,32497,200214017,140468.60456456462,0,0
341,Santiago,32482,5,Santiago,29078,150624040,68898.59482021986,0,1
168,Antofagasta,25707,3,Santiago,16891,28849828,50299.126839783654,0,1
867,Santiago,1172,3,Santiago,620,1021140,3702.47437583467,0,0
383,Antofagasta,38802,3,Antofagasta,26046,237226968,36048.766447870985,0,0
22,Valparaiso,37093,2,Santiago,25244,85905332,96625.77301117183,0,1
508,Valparaiso,42016,4,Antofagasta,36786,100720068,104892.2904048618,0,1
53,Antofagasta,36898,3,Concepcion,7396,13527284,22173.31833636877,0,1
685,Santiago,44205,3,Valparaiso,767,724048,2417.7986659366893,0,0
155,Concepcion,48334,5,Santiago,33473,188921612,290116.5622683506,0,0
250,Valparaiso,15590,3,Concepcion,15582,68888022,75544.30889932597,0,0
84,Santiago,30409,5,Valparaiso,13355,79008180,41956.541707418306,0,1
436,Antofagasta,20188,4,Santiago,14056,57952888,15712.532491716689,0,0
501,Concepcion,47206,3,Santiago,16831,98225716,4551.741222953096,0,1
77,Valparaiso,11153,3,Valparaiso,10586,97729952,66625.42749852568,1,0
590,Valparaiso,24510,2,Concepcion,6083,56839552,13908.695716517654,1,0
961,Concepcion,21470,2,Santiago,15353,74170343,16815.261561758412,0,0
387,Concepcion,23754,3,Santiago,3874,35931350,2939.3615482683017,0,0
423,Santiago,27293,4,Valparaiso,7482,37597050,33653.405287591915,0,1
120,Antofagasta,11317,5,Concepcion,8220,2498880,31706.072173865305,0,1
910,Concepcion,42964,1,Concepcion,703,1350463,3282.1519851243916,0,0
792,Valparaiso,14310,4,Valparaiso,13084,124062488,13571.622598545982,0,0
342,Valparaiso,10975,5,Concepcion,28,134484,53.61749337639641,0,0
205,Concepcion,15563,4,Santiago,2945,23671910,1670.671186319751,0,1
915,Valparaiso,31056,5,Concepcion,27014,78853866,127937.4104557402,0,1
961,Valparaiso,4212,5,Santiago,2923,18476283,4533.511099744584,0,1
112,Concepcion,16143,3,Valparaiso,630,3117870,43.22906366882651,0,0
754,Antofagasta,37122,4,Concepcion,9079,12329282,47337.60143581084,0,1
469,Valparaiso,27582,3,Concepcion,1268,1747304,1723.2430330781438,0,0
982,Concepcion,22299,2,Valparaiso,14846,89417458,12387.586892398942,1,1
714,Valparaiso,15121,4,Valparaiso,3722,25585028,3390.1403602445507,0,1
919,Antofagasta,41550,2,Antofagasta,35368,309363896,10373.82083117592,0,0
248,Valparaiso,1631,5,Antofagasta,642,3124614,1878.2277510729768,1,1
746,Valparaiso,17115,2,Valparaiso,5715,7440930,8895.305038528757,0,1
540,Antofagasta,49347,5,Santiago,48894,423226464,39786.54590239847,0,1
197,Valparaiso,18879,5,Antofagasta,8174,71865808,24477.69814947738,0,0
475,Antofagasta,22563,1,Concepcion,14537,133740400,24484.38512897193,0,1
690,Antofagasta,44239,4,Santiago,35378,301455938,334301.81901673053,0,0
131,Antofagasta,19602,1,Concepcion,965,7783690,3480.9294583824194,0,0
917,Valparaiso,48694,3,Valparaiso,3771,8956125,1778.5122935911404,0,1
418,Antofagasta,30608,1,Santiago,17395,107866395,128512.4114271168,0,0
220,Santiago,41049,2,Antofagasta,15758,130302902,24971.056467432907,0,0
977,Valparaiso,18558,1,Valparaiso,5403,41408592,29725.45631252119,0,0
563,Antofagasta,15899,5,Concepcion,14860,110053160,76939.36701016742,0,0
10,Antofagasta,9698,2,Valparaiso,614,1438602,199.68183253661402,0,0
25,Valparaiso,5964,4,Concepcion,2011,12896543,5819.218412065091,1,0
664,Antofagasta,14447,1,Antofagasta,724,5297508,376.368445038102,0,0
971,Concepcion,21445,2,Santiago,14238,84431340,14381.61940290159,1,1
907,Antofagasta,3590,2,Santiago,1859,9363783,3510.6440831585,0,1
300,Santiago,47310,5,Concepcion,16212,56839272,7001.716910205087,0,1
857,Antofagasta,48241,2,Concepcion,5864,43950680,5246.823665250965,0,1
185,Valparaiso,33709,5,Concepcion,9335,48840720,7074.890493014545,0,0
745,Antofagasta,38773,4,Santiago,10716,27625848,70007.19064911603,0,1
549,Santiago,33978,4,Antofagasta,11329,63442400,103443.043374431,1,1
460,Antofagasta,7435,2,Santiago,2118,8296206,2559.989410828754,0,0
402,Antofagasta,23285,1,Antofagasta,17939,154347156,39956.51794352073,0,0
51,Santiago,43947,2,Valparaiso,9275,59870125,13731.887428416892,0,1
984,Antofagasta,36453,5,Concepcion,6589,42189367,7931.666365671602,0,1
764,Antofagasta,47082,4,Santiago,23087,14706419,137965.99145182027,0,0
174,Santiago,23426,4,Valparaiso,7487,29880617,2578.5455093871433,0,1
590,Antofagasta,7493,5,Valparaiso,3362,29767148,11096.397126155034,1,1
803,Santiago,17565,3,Santiago,13606,90575142,29419.919030188274,1,0
360,Antofagasta,1608,3,Antofagasta,247,2200029,538.4003313198409,1,1
881,Valparaiso,673,1,Antofagasta,114,85728,77.28857637206404,0,1
23,Valparaiso,10121,1,Concepcion,2111,8579104,858.9522287089122,0,0
764,Santiago,8168,2,Antofagasta,3005,14940860,10320.563491774961,1,1
426,Concepcion,33948,3,Santiago,26984,264011456,72631.82682942702,0,0
932,Antofagasta,23020,4,Concepcion,5131,236026,272.8999371140786,1,1
223,Concepcion,32348,2,Santiago,31610,235051960,70348.57955820464,0,0
675,Valparaiso,32886,2,Concepcion,30300,180375900,123935.08036982824,1,0
679,Antofagasta,23264,1,Santiago,1283,3955489,8819.43769437049,0,0
716,Valparaiso,25021,5,Antofagasta,5002,25410160,102.84771725851625,1,1
14,Antofagasta,15510,3,Santiago,273,1293747,541.4599603083095,0,1
331,Valparaiso,26383,3,Valparaiso,21683,3144035,144090.56368386094,0,1
30,Concepcion,39197,1,Concepcion,27292,40173824,80167.45027031787,0,1
869,Valparaiso,22603,1,Valparaiso,982,7131284,1446.4335069780489,0,0
385,Valparaiso,30681,4,Concepcion,10865,91026970,72006.76405065498,0,1
825,Santiago,33772,1,Concepcion,22081,164481369,57368.47564420017,0,1
377,Valparaiso,48552,3,Concepcion,20298,102017748,59901.22423647494,0,0
984,Santiago,35140,4,Antofagasta,29349,46283373,12252.904586233222,0,1
636,Antofagasta,9113,3,Concepcion,1935,4893615,3336.1228202429756,0,0
572,Valparaiso,24981,5,Antofagasta,17663,99884265,14397.888069445846,0,1
935,Santiago,44502,2,Antofagasta,3188,4233664,7884.336428143526,1,0
507,Concepcion,49064,1,Concepcion,15950,81153600,1357.5283659308811,0,0
653,Antofagasta,42310,2,Valparaiso,4730,35158090,1466.3678579643401,0,1
560,Santiago,21391,1,Valparaiso,11920,102810000,26889.300225096857,1,0
346,Santiago,28313,1,Concepcion,23743,169287590,54499.342683689865,0,0
685,Concepcion,33281,5,Antofagasta,810,6480810,7661.585239357678,0,1
1000,Concepcion,39069,1,Valparaiso,2464,16649248,19533.33946001054,1,1
715,Concepcion,301,2,Concepcion,56,163912,36.78366322205371,0,0
711,Concepcion,26993,2,Concepcion,18035,27160710,30317.881595990828,0,0
90,Santiago,47123,4,Valparaiso,17764,135912364,62291.98575812004,1,1
136,Concepcion,33122,4,Antofagasta,11242,59897376,74057.39647858379,0,1
796,Santiago,27520,5,Antofagasta,1862,17752308,8474.923727771502,0,1
864,Santiago,29430,1,Santiago,23374,195920868,19527.05548002964,1,0
75,Concepcion,27986,1,Concepcion,27275,231537475,141800.79338608845,0,1
921,Santiago,30235,2,Santiago,4937,4882693,11331.728019033622,0,1
675,Valparaiso,602,2,Concepcion,93,73377,157.98201197723597,1,1
137,Antofagasta,16072,1,Valparaiso,5489,5220039,3853.3252065932475,0,1
849,Santiago,23849,1,Concepcion,16038,82932498,84859.70770891884,0,0
682,Concepcion,25181,4,Valparaiso,15953,26178873,109406.27172188739,0,1
81,Valparaiso,22268,2,Valparaiso,2750,23864500,5328.819570452886,0,1
639,Antofagasta,14884,2,Concepcion,10196,81690352,9220.310019944254,0,1
348,Concepcion,17089,3,Santiago,14434,12297768,2197.032061948091,0,0
975,Concepcion,25558,3,Valparaiso,18300,61524600,6345.849341716947,0,0
115,Concepcion,18242,3,Santiago,5613,13387005,1816.8225949336409,0,1
180,Santiago,37674,3,Concepcion,13832,10678304,9773.649735616533,1,1
697,Santiago,18192,5,Santiago,3550,34601850,24631.920783105077,1,0
599,Antofagasta,8601,4,Santiago,2945,24835185,1188.7812882396015,0,0
442,Antofagasta,40879,5,Concepcion,208,1393600,147.13079907470006,0,0
338,Antofagasta,36922,1,Antofagasta,3642,5197134,17007.162796099772,0,1
705,Santiago,38759,1,Santiago,9956,15800172,19645.342086211942,0,0
414,Antofagasta,40219,2,Concepcion,23487,66186366,122925.41547179148,0,1
962,Valparaiso,42454,5,Antofagasta,34485,266086260,184638.1365925588,1,0
540,Antofagasta,3195,5,Valparaiso,1763,11655193,11862.362249228383,1,0
225,Valparaiso,20906,1,Valparaiso,3770,3894410,22217.508806225076,0,0
114,Antofagasta,24356,1,Antofagasta,3201,2167077,21949.848876057396,0,0
254,Valparaiso,23101,3,Concepcion,20979,175426398,92971.76184124778,1,1
521,Concepcion,27079,2,Concepcion,2315,22624495,24.800984560004554,1,0
829,Santiago,19009,2,Concepcion,12274,38749018,73205.43986219163,1,0
764,Santiago,6800,4,Valparaiso,2397,1493331,1494.398752865108,0,1
946,Concepcion,46993,3,Valparaiso,35690,175773250,109091.3998012265,1,1
206,Santiago,17597,5,Santiago,6179,52076612,7333.0145242619565,1,0
219,Santiago,1208,1,Santiago,866,189654,3739.988832286271,0,0
39,Santiago,27663,4,Antofagasta,941,6015813,450.6160318897706,0,0
1000,Antofagasta,7138,4,Santiago,2046,5982504,10875.453335717018,0,0
537,Valparaiso,49435,1,Concepcion,13589,92772103,38601.803429042135,0,0
141,Santiago,44746,2,Santiago,31112,123079072,112232.7927903049,0,0
565,Concepcion,16959,5,Valparaiso,13758,67304136,18698.872204593314,0,1
67,Antofagasta,21075,1,Concepcion,198,145926,775.6878273363716,0,0
355,Santiago,15538,5,Concepcion,8487,44336088,5785.2062015792235,0,0
898,Valparaiso,4258,1,Santiago,3002,22554026,2353.3070639093444,0,0
474,Antofagasta,47798,3,Valparaiso,38626,87874150,1112.4075224775786,0,1
312,Santiago,24270,4,Valparaiso,19258,149326532,75748.00094197811,0,1
667,Valparaiso,19780,2,Concepcion,5807,50538321,23317.872442926495,0,0
990,Concepcion,15503,4,Concepcion,3188,1982936,19168.43481724267,0,1
85,Santiago,42996,2,Santiago,11426,38688436,57660.32660188554,0,1
132,Valparaiso,587,1,Valparaiso,382,2651844,586.3047638622729,0,0
969,Valparaiso,42348,1,Concepcion,16055,4864665,34448.39030892583,0,0
620,Valparaiso,22707,1,Santiago,4893,46273101,13077.438395085135,0,1
952,Valparaiso,18208,4,Valparaiso,18055,61603660,15315.65512186377,0,0
467,Valparaiso,48822,3,Concepcion,23976,36539424,18257.38442853212,0,1
503,Antofagasta,32544,3,Santiago,19172,69690220,30082.299900796643,0,1
63,Valparaiso,30837,4,Antofagasta,3743,16132330,15260.202172198951,1,1
580,Concepcion,35654,3,Santiago,4515,38612280,21159.133487232517,0,0
9,Antofagasta,33914,2,Valparaiso,20073,111646026,64473.87583800794,0,1
480,Antofagasta,26007,5,Concepcion,10687,85025772,17438.79621167109,0,0
865,Santiago,28338,5,Santiago,16602,44045106,1721.474326680727,0,0
591,Antofagasta,5676,1,Valparaiso,3093,3093000,9962.521538000292,0,1
842,Valparaiso,35976,2,Valparaiso,5024,28807616,25286.193675184033,1,0
745,Concepcion,14153,2,Antofagasta,6010,7506490,12096.747608373722,0,0
303,Santiago,40734,4,Concepcion,30692,24215988,99331.32140934412,0,1
982,Santiago,30546,2,Santiago,1148,7621572,1886.8702410193646,0,1
632,Concepcion,6094,5,Santiago,5553,28014885,3012.743294892745,0,1
526,Concepcion,38674,2,Concepcion,51,170493,5.872853200894527,0,1
736,Concepcion,31820,3,Santiago,12988,37665200,1916.8163547940392,0,0
352,Valparaiso,11660,3,Antofagasta,10368,15790464,46335.79784554019,1,1
2,Santiago,20430,4,Santiago,15682,149057410,55317.64938269204,0,0
775,Antofagasta,20322,4,Concepcion,11472,16198464,91566.85706584115,0,0
692,Concepcion,45270,5,Santiago,41322,241279158,172501.18605914304,0,1
848,Antofagasta,8354,5,Concepcion,2911,13809784,2793.9850199569364,0,1
815,Valparaiso,32281,3,Valparaiso,11717,16169460,53155.706874411924,0,1
52,Valparaiso,23602,3,Santiago,9837,91513611,8135.906492682934,0,0
549,Concepcion,22062,2,Santiago,17129,80763235,104252.01817654227,0,1
570,Antofagasta,32009,3,Santiago,23444,21240264,156394.01483620843,0,1
607,Antofagasta,14525,2,Antofagasta,4728,16765488,6777.404355552026,0,0
630,Antofagasta,40098,3,Concepcion,8686,81865550,75102.89587028355,0,0
625,Santiago,9607,1,Valparaiso,6400,42860800,11541.171396633355,1,0
30,Concepcion,39361,4,Concepcion,27273,38809479,145396.11168383926,0,0
681,Valparaiso,9211,4,Santiago,2859,19452636,2058.1423842565882,0,0
621,Antofagasta,23566,1,Concepcion,12937,87208317,8982.000270506402,0,1
672,Valparaiso,10621,1,Antofagasta,8285,30646215,26147.256765364094,0,0
871,Santiago,29541,4,Santiago,24040,206744000,88973.78686175538,0,1
20,Valparaiso,13537,1,Antofagasta,7085,17372420,48826.714608062204,1,0
798,Santiago,14180,5,Santiago,1686,11399046,54.593729764760496,0,0
552,Santiago,46245,1,Valparaiso,8410,46095210,45237.99438393311,0,1
496,Concepcion,49064,1,Santiago,38872,180482696,152456.13100480428,0,0
160,Valparaiso,14647,4,Concepcion,5728,41940416,17592.753496591253,0,1
484,Santiago,24446,1,Valparaiso,12185,63654440,34296.660954742416,0,1
83,Concepcion,317,4,Concepcion,69,518328,152.23780800876523,0,0
263,Valparaiso,6355,5,Santiago,640,531200,2595.9755912579276,0,1
231,Valparaiso,29984,1,Antofagasta,11315,43076205,34173.9595764224,0,1
252,Valparaiso,10625,1,Antofagasta,10616,80108336,10093.744968316612,0,0
650,Valparaiso,18418,5,Valparaiso,14568,77763984,68515.33254901672,0,0
839,Valparaiso,48425,1,Concepcion,47855,66757725,265933.1197061106,0,1
374,Concepcion,26308,1,Valparaiso,12254,29225790,7805.78101843849,0,1
666,Valparaiso,12603,1,Santiago,2543,17462781,592.4559726136796,0,0
518,Concepcion,13182,4,Concepcion,6569,40524161,14854.832504020833,0,1
635,Valparaiso,37089,5,Santiago,2245,14855165,1282.5400894976867,1,0
75,Valparaiso,1939,4,Antofagasta,119,441728,537.3080182623905,0,1
250,Valparaiso,14230,4,Santiago,3186,8261298,3613.2029854384973,0,0
347,Concepcion,43023,3,Santiago,14643,112619313,12743.650096440591,0,1
293,Valparaiso,13272,2,Santiago,8415,34232220,55194.92209205719,0,0
906,Valparaiso,13924,1,Valparaiso,7396,4681668,13983.79058105488,0,1
407,Valparaiso,18762,4,Valparaiso,4422,15242634,5828.55419318816,0,1
225,Antofagasta,23398,5,Antofagasta,4521,15181518,19646.261574717417,0,0
12,Antofagasta,24830,5,Antofagasta,1374,2967840,4347.474702904715,1,1
795,Concepcion,4056,2,Santiago,3726,34007202,9075.311823633663,0,0
779,Antofagasta,28304,5,Concepcion,16225,37398625,6561.897509033364,0,0
171,Concepcion,49813,4,Antofagasta,40515,261848445,103610.84870758757,0,0
227,Valparaiso,38077,5,Valparaiso,11487,72942450,34151.504849651006,0,1
522,Antofagasta,38547,2,Concepcion,36848,303406432,107928.92870413819,0,0
797,Valparaiso,5538,1,Antofagasta,95,573895,389.5804616747478,0,0
42,Valparaiso,25632,3,Santiago,19290,6655050,4163.456379069203,0,0
261,Valparaiso,31197,5,Concepcion,21901,182741944,17842.759863461408,0,0
315,Santiago,3010,1,Antofagasta,1875,18641250,349.4934034985181,0,1
416,Antofagasta,23183,3,Concepcion,16351,135827757,26107.763832065382,0,0
411,Santiago,34263,3,Valparaiso,15614,35896586,33108.42643855213,0,0
756,Santiago,14479,2,Concepcion,4061,5348337,520.3044537059088,0,0
652,Antofagasta,37281,5,Valparaiso,11295,95679945,31352.01636426508,0,1
497,Antofagasta,19540,4,Concepcion,3960,31379040,14007.41644833189,0,0
239,Valparaiso,20871,3,Antofagasta,15389,150350530,92798.84122826342,1,0
643,Concepcion,16065,2,Antofagasta,7988,63904000,42982.948820164194,0,1
842,Concepcion,24363,4,Valparaiso,19896,162928344,78197.00376668602,0,1
813,Concepcion,25800,3,Santiago,1721,1134139,4001.7336599388677,0,1
549,Concepcion,34070,2,Valparaiso,9873,28059066,3846.3859483343485,0,0
326,Concepcion,28777,3,Antofagasta,5378,46471298,5339.0424184819885,0,1
77,Concepcion,26757,2,Santiago,2525,14725800,2066.4775740391306,0,1
679,Antofagasta,35630,4,Valparaiso,22277,1314343,21335.0706753665,0,0
101,Santiago,23812,5,Concepcion,2995,29054495,1999.6906085620822,0,1
188,Valparaiso,10396,1,Valparaiso,3663,17761887,12288.159002290895,0,1
996,Valparaiso,47630,4,Santiago,40568,256673736,228925.7553619606,0,1
112,Santiago,36393,1,Santiago,30378,146695362,36773.37955709623,0,1
476,Concepcion,37396,2,Valparaiso,29634,180915570,14052.040539295262,0,0
197,Santiago,31564,3,Antofagasta,12471,94143579,19215.191654429153,1,0
745,Concepcion,30136,3,Valparaiso,1135,3572980,8597.740476819286,0,1
309,Concepcion,9840,5,Santiago,5740,15165080,1944.8913081697906,0,0
44,Valparaiso,35639,4,Santiago,35358,9016290,18924.959144570712,0,0
777,Antofagasta,32384,2,Antofagasta,7210,60405380,35815.42744460602,0,1
316,Santiago,14401,5,Concepcion,126,1047438,307.2073805209588,1,0
59,Antofagasta,41559,2,Santiago,24500,44761500,31519.056510833052,1,0
430,Concepcion,20170,5,Antofagasta,17855,101469965,154614.48063835193,0,1
473,Santiago,41437,2,Concepcion,15758,134100580,24128.32904487451,0,1
684,Concepcion,46693,5,Santiago,10279,17422905,2358.27414614429,1,1
913,Valparaiso,29847,1,Antofagasta,20552,100170448,34788.28430419723,0,1
407,Valparaiso,1681,2,Valparaiso,1301,12428453,304.26175197361124,1,0
252,Valparaiso,1553,1,Concepcion,8,77784,31.354018953212254,0,1
856,Valparaiso,2428,1,Valparaiso,1412,1289156,3641.539752766799,0,0
954,Concepcion,29474,5,Antofagasta,2158,20829016,10762.580328112872,0,0
413,Santiago,45609,5,Antofagasta,36252,146240568,33881.66727687208,0,1
482,Valparaiso,20387,5,Concepcion,11202,95385030,16432.48665379181,1,1
664,Antofagasta,39718,5,Antofagasta,23358,127721544,178795.65770684025,0,0
504,Concepcion,9609,3,Valparaiso,6557,31309675,36069.41993214375,0,0
895,Valparaiso,20553,4,Concepcion,2344,17129952,1212.121131323151,1,1
883,Santiago,21221,3,Antofagasta,11014,59850076,38859.69532515571,1,1
